row_Number,text,polarity
1282,"[<Sentence: συσκεψη υφυπουργει αθλητισμ επ θεμ βι τος οσο εχ κρυψ ενοχλης ος συμβαιν ελλην ποδοσφαιρ αλλα ποινες-χαδια επιβαλλ περισς φορ κυριως φυσικ προσωπ εμπλεκ υποθες αθλητ βιασ.ετσι προκαλες ουσιαστ σημεριν συσκεψ προκειμεν συζητ κι αυτ πτυχ «ελληνικου προβληματος».αναλυτικα επισημ ενημερως υφυπουργειο:«με πρωτοβουλ πραγματοποι πρω πεμπτ ιουλ ευρει συσκεψ γραφει γγα, οποι εδως «παρων» εκ μερ ευρωπαικ συνομοσμπονδ συμβουλ θεμ ασφαλει γηπεδων, ειδικ ευρωπαικ ομαδ θεμ ασφαλει γηπεδων, παρατηρητ συμβουλ ευρωπης, προεδρ επ βαγγελ γραμμενος, νομ συμβουλ ομοσπονδ αλεκ χολεβας, αθλητ εισαγγελ κωνσταντιν σιμιτζογλου, εκπροσωπ ελλην αστυνομ εκπροσωπ υπουργει προστας πολιτη, υπο υφυπουργ αθλητισμ πολιτισμ γιωργ βασιλειαδη.απο πλευρ παρουσιαστ οδ χαρτ ενεργει πρεπ γιν ελλην πλευρ διαμορφως νε πλαισι ασφαλει γηπεδων.>, <Sentence: επιπλεον ανελαβ υποχρεως προγραμματις συναντης εκπροσωπ ποδοσφαιρ συλλογ προκειμεν ενημερως ρολ αρμοδιοτητ τουσ.ο κ. βασιλειαδ δηλως σχετικα: «συνεχιζουμε πολ καλ συνεργας εχ συμβουλ ευρωπ ουτως ωστε μπορες φτιαξ εν στιβαρ πλαισι καταπολεμης βι αθλητ ",1
1283,"[<Sentence: δ. βιτσας: λυς βας κρατ δικαι ανθρωπιν δικαιωμ «προσπαθουμε βρ κοιν ευρωπαικ λυς βας κρατ δικαι ανθρωπιν δικαιωματα», δηλως υπουργ μεταναστευτ πολιτικης, δημητρ βιτσας, σημειων «για εμας ειναι πολ σημαντικ εργαζ ολ μαζ οχι καθε χωρ εαυτ της.>, <Sentence: λαβ καν υπ’ οψιν διεθν δικαιο, θεωρ υπαρχ πολλ προβλημ συνεβ αντιστοιχ περιπτωσεις, οχι πρωτ στιγμη, αλλα μετα καποι μηνες», ",0
1286,"[<Sentence: τσαβουσογλου καμμενο: εσεν συμπαθω, μπορ βρ εν συντομ διαλογ ειχ τουρκ υπουργ εξωτερ μεβλουτ τσαβουσογλ ελλην υπουργ αμυν πανο καμμεν περιθωρ συνοδ νατ βρυξελλεσ.συμφωνα συνεργατ κ. καμμενου, τουρκ υπεξ ειδ ελλην υπουργο, πλησιασε, χαιρετ ειπε: «γεια πανο, κανεις; εσεν συμπαθω, μπορ βρ μεταξυ μας».ο παν καμμεν ανταπεδως χαιρετισμ λεγ κ. τσαβουσογλ «στο χερ ειναι ",0
1287,"[<Sentence: αφορ ομως ιατρικες, οποι αναμεν υπαρξ μικρ μειως εισακτεων, αφου φετος μολις υποψηφ πετυχ μορ πανω πεδ αφορ επιστημ υγειας, εναντ περσι.παραλληλα, οπως εχ ηδη ειπωθει, δυο ιδιαιτερ παραγοντ επηρεας φετος βας ειναι καταργης επιστημον πεδ παιδαγωγ σπουδ παρους τμημ ολ υπολοιπ πεδ παρους μηχανογραφ πανεπιστημ δυτικ αττικης, παραλληλ «διαγραφη» τει αθην πειραια.ενα σημαντικ στοιχει προκυπτ τελευται δεδομεν εδως δημοσιοτητ υπουργειο, ειναι πολλ ειναι εκειν εισαχθ σχολ τμημ εχ λιγ χιλιαδ μορια.>, <Sentence: ενδεικτικα, πεδ θετικ τεχνολογ σχολων, καθως οικονομ πληροφορ εγραψ συνολ μορ κατω.για περισς τμημ επιστημον πεδιου, ανθρωπιστ σπουδων, εκτιμ σημειωθ ανοδ ταξ εως μοριων.>, <Sentence: χαμηλ επιδος φυσικ (μαθημα βαρυτητας) αλλα γλωσς συνδυασμ αφεν παρους πανεπιστημ δυτικ αττικ αυξης θες πολυτεχν σχολ ανοιγ δρομ πτως βας συντριπτ πλειονοτητ τμημ πεδ οποι αναμεν ειναι αναμεσα μορ κατα μες ",0
1289,"[<Sentence: παικτ επιλεχθ ειναι οι: ανδρουτσος, μπουχαλακης, καμαρα, χουτεσιωτης, σισε, τζουρτζεβιτς, ελαμπντελαουι, ενγκελς, ευαγγελου, φετφατζιδης, φορτουνης, γιαννιωτης, γκερερο, κουτρης, χριστοδουλοπουλος, μανος, μαριν, μασουρας, μιραντα, νικολαου, παρντο, ποντενσε, ρομαο, σκαφιδας, τσιμικας, τζολακης, βρουσαι, ",0
1291,"[<Sentence: προσερχομεν πρωτ ατυπ συμβουλ υπουργ εσωτερ δικαιοσυν ε.ε. υπο αυστριακ προεδρ πραγματοποιειτα ινσμπρουκ, κ. αβραμοπουλ σημειως «ζουμε καθοριστ σημας στιγμ ευρωπ πρεπ καταβαλλ καθε προσπαθει διασφαλις προασπις επιτευγμ τελευται εξηντ ετων».>, <Sentence: προσβλεπ πολ παραγωγ συνεργας συναδελφ υπουργ εσωτερ ολ κρατ μελ ειμαι βεβαι αποτελεσμ ειναι θετικο».>, <Sentence: φυσικα, ειναι προφαν ειμαστε ανοικτ καθε νε προτας ιδεα, αυτ ακριβως καν σημερα», υπογραμμισε.>, <Sentence: αναφορ ενδεχομεν υποβαλλ αιτημ ασυλ ευρωπαικ εδαφ επιτροπ μεταναστευς τονις «η στρατηγ πολιτ εε αυτ ζητημ ειναι ξεκαθαρ βασιζ αρχ ",0
1292,"[<Sentence: «οι υβρ καταρ απεναντ αστυνομ ητ μια ατυχ στιγμ πανω πον οργ θε δολοφον παιδ καμ περιπτως εννοω.>, <Sentence: αυτ ζητ δημος συγνωμ απεναντ αστυνομικους, αυταπαρνης προσφερ πατριδα» ανεφερ μητερ ",0
1293,"[<Sentence: πυκρκαγια σητει απειλ σπιτ υφες βρισκ αυτ ωρ μεγαλ πυρκαγ περιοχ αχλαδ σητει οποι πρω εχ καψ εκατονταδ στρεμμ θαμνωδ αγροτολιβαδ εκτασησ.το απογευμ επιχειρ δυο αεροσκαφ καναντερ οποι εφτας ελευσιν ενισχυς δυο πυροσβεστ ελικοπτερ εναερ προσπαθει κατασβες πυριν μετωπου.αυτη ωρ -λογω συνεχ αναζωπυρωσεων- πυροσβεστ δυναμ παραμεν περιοχ εχ κυκλως μετωπ βασικ αντιπαλ ισχυρ ανεμ πνε ",-1
1294,"[<Sentence: σερβ βρισκ συζητης ερυθρ αστερα, προκειμεν αναλαβ ην ομαδ βελιγραδιου, ενω ηδη ολυμπιακ εχ προσληφθ μιχαλ καλαβρ γιωργ δεδας, βοηθ ντειβιντ μπλατ, εισηγης οποι επελεγ αμες συνεργατ του, ειναι λιθουανος, κεστουτις ",0
1295,"[<Sentence: «θελω ξερ κυβερνης επειδη δικαστηρ ιδιως ανωτατ διοικητ δικαστηριο, εχ μακρ παραδοση, ιδιως συμβουλ επικρατει ειναι εν γεννημ ελευθερ βενιζελ δ εαν επιλογ ειναι επιλογ εκβιαστικες, σημαιν αισθημ αξιοπρεπει ανεξαρτης δικαστ σωμ ανωτερ επιπεδ του», προσθες πρωην προεδρ πασοκ.>, <Sentence: ευτυχως προεδρ δημοκρατιας, βουλευτ αντιπολιτευς καθηγητ δημος δικαιου, εχ ηδη ταχθει, ρητ κατηγορηματικα, κατα δυνατοτητ χρης διαδικας δημοψηφισμ θεμ σχετιζομεν αναθεωρης συνταγματος» επισημ κ. ",-1
1296,"[<Sentence: αυτοδιοικης επρεπ ειναι πρωτ γραμμ οικονομ αναπτυξ τοπ προστας πολιτ εσεις διαλυ εν σχεδ ευνο συναλλαγ μειοψηφιες» ειπ προεδρ δημοκρατ συμπαραταξησ.η κυρι φωφ γεννημ επιτεθ νδ λεγ «για νδ θεσμ αυτοδιοικης ητ εργαλει κομματ επιρροης» απευθυνομεν συριζ ειπ «ειστε αξι συνεχιστ συντηρητ πολιτ ",0
1298,"[<Sentence: διαρκει προανακρισης, αναγκαστ αποκαλυψ ειχ διαθες ακομ μεγαλ ποσοτητα.ο δραστ οδηγ αστυνομ δασωδ περιοχ βορει κερκυρας, οπου εντοπιστ κρυψων μεσα οποι φυλ αλλα δυο κιλ γραμμαρ ακατεργαστ κανναβ τεσσερις ",-1
1300,"[<Sentence: φωτογραφ φακ απαθανατις προσφατ κομψ κλας -μπλε κοστουμι, λευκ πουκαμισο, καρ γραβατα, μαυρ μια τος μοντερνα, οσο ρετρ πινελ ",1
1302,"[<Sentence: συμφων πρωτ πληροφοριες, ατυχημ συνεβ καψαλο, οταν θυμ επιχειρ κατεβ οπισθεν ραμπ υπογει υποστατ προκειμεν κατεβας εμπορευμ αντιμετωπις προβλημ φρεν οχημ ",-1
1303,"[<Sentence: κ. ζουραρις, οποι εκδιωχθ υφυπουργ παιδει επειδη χυδαιολογ κατα οπαδ ποδοσφαιρ ομαδων, αποκαθιστ αντιπροεδρ βουλης, προφανως συντονιζ καλ κερκιδ βουλευτ ",-1
1304,"[<Sentence: κι αυτ γιατι παρα προσφατ θεσμοθετης συμφων συμβιως αναμεσα ομοφυλ ατομα, αυτ αφορ ξεν εχ αδει παραμον ελλαδα, δηλαδη βρισκ εδω προσκαιρ οπως διακοπεσ.η οργανωτρ γαμ ιδιοκτητρ πρακτορει ταξιδ ιωανν σαββ οποι οργανων παγκοσμ γνωστ «φεστιβαλ γυναικων» καθε σεπτεμβρ ερεσο, εκπροσωπ βρεταν γραφει οργανως τετοι γεγον οπως ειπ μιλ απε-μπε, γεγον εχ ιδιαιτερ σημας αφου εγιν παγκοσμ εμβληματ λεσβ χωρ αρχαι ",1
